Chapter,Figure Number,Label,Caption,Alt-Text
"Hw Acceleration","10.4","fig-tech-s-curve","The Twin S-Curves of Modern Computing. General-purpose CPUs (gray) enjoyed decades of exponential growth driven by Moore's Law and Dennard Scaling. As physics constrained this curve around 2010 (Saturation), the industry was forced to jump to a new curve: Domain Specific Architectures (blue). We are currently in the Take-off phase of this new paradigm, where massive efficiency gains come from specializing hardware for linear algebra, albeit at the cost of general programmability.","Two overlapping S-curves plotting performance over time. Gray curve shows general-purpose CPUs reaching saturation around 2010. Blue curve shows domain-specific architectures in take-off phase starting 2015."
"Hw Acceleration","10.5","fig-accelerator-anatomy","**Anatomy of a Modern AI Accelerator**: AI accelerators integrate specialized processing elements containing tensor cores, vector units, and special function units, supported by a hierarchical memory system from high-bandwidth memory down to local caches. This architecture maximizes data reuse and parallel execution while minimizing energy-intensive data movement, forming the foundation for 100-1000× performance improvements over general-purpose processors.","Block diagram showing AI accelerator architecture: CPU connects to DRAM stacks and processing element grid containing tensor cores, vector units, and local caches in hierarchical arrangement."
"Hw Acceleration","10.6","fig-ai-performance","GPU Performance Scaling: NVIDIA GPUs experienced approximately a ~1,000$\times$ increase in integer 8-bit TOPS (tera operations per second) over a decade, from 4 TOPS on the K20X to 4,000 TOPS on the H100. This three-orders-of-magnitude gain was driven by architectural innovations transitioning from floating-point to tensor core acceleration.","Line graph of NVIDIA GPU INT8 performance from 2012 to 2023 showing exponential growth from K20X at 4 TOPS to H100 at 4000 TOPS, a 1000x increase over the decade."
"Hw Acceleration","10.7","fig-sparse-formats","**Sparse Storage Formats**: Hardware efficiency depends on how sparse matrices are stored. **Dense** storage (top left) is simple but wasteful for zeros. **Block Sparse** (top right) and **CSR** (bottom) compress the matrix by storing only non-zero values and their indices. Structured sparsity (like N:M or Blocks) makes this indexing predictable, allowing hardware to fetch data and skip zeros efficiently.","Grid of 3x3 matrix blocks. Top left: Dense Matrix. Top right: Block Sparse Matrix showing dense sub-blocks. Bottom: Sparse Matrix (CSR) and Block Sparse (BSR) representations showing values and index arrays."
"Hw Acceleration","10.8","fig-systolic-array","**Systolic Array Dataflow**: A control unit feeds input data streams into a grid of processing elements, each performing multiply-accumulate operations. Data flows horizontally and vertically through the array in a pipelined manner, maximizing operand reuse and minimizing memory access, as exemplified by Google's TPUv4.","Systolic array diagram with control unit feeding data streams into processing element grid. Elements perform multiply-accumulate operations with results flowing through accumulator chain."
"Hw Acceleration","10.9","fig-energy-hierarchy","The Energy Hierarchy: Energy cost per operation (Log Scale) based on the 'Horowitz Numbers.' Fetching data from off-chip DRAM costs ~128x more energy than an SRAM access and ~20,000x more than an INT8 addition. This fundamental physical disparity dictates that AI accelerators must prioritize data locality (keeping weights in SRAM/Registers) over raw arithmetic throughput to remain within power budgets.","Horizontal bar chart of Energy (pJ) per operation on log scale. INT8 Add is tiny (0.03). DRAM Read is huge (640). An arrow highlights the massive gap between computation and memory access."
"Hw Acceleration","10.10","fig-compute-memory-imbalance","The Compute-Bandwidth Divergence: Computational capability and memory bandwidth plotted on a log scale (2000–2025). While arithmetic throughput (FLOPs) has grown exponentially, memory bandwidth has improved at a significantly slower linear rate. This widening 'Systems Gap' defines the AI Memory Wall, forcing architects to design systems that minimize data movement to avoid idling powerful compute units.","Line graph comparing compute performance and memory bandwidth from 2000 to 2025 on log scale. Compute grows exponentially; bandwidth grows linearly. Shaded gap labeled Memory Wall widens over time."
"Hw Acceleration","10.11","fig-rising-ridge","The Rising Ridge: Hardware Arithmetic Intensity (FLOPs/Byte) over time. As compute capability (FLOPs) grows faster than memory bandwidth (Bytes/s), the 'Ridge Point' (the intensity required to saturate the chip) skyrockets. This trend explains why architectures with high data reuse (like Transformers) have flourished while sparse or low-reuse architectures (like RNNs) face a growing 'Hardware Tax' that makes them increasingly inefficient on modern silicon.","Line plot showing the Arithmetic Intensity Ridge Point growing from ~140 in 2017 (V100) to over 500 in 2024 (B200). Shaded regions indicate 'Memory-Rich' and 'Compute-Dense' zones."
"Hw Acceleration","10.12","fig-memory-wall","Model Size vs. Hardware Bandwidth. Model parameter counts and hardware memory bandwidth plotted from 2012 to 2024, showing how model growth from AlexNet to trillion-parameter models has far outpaced bandwidth improvements across GPU and TPU generations.","Scatter plot with trend lines comparing AI model parameters (red) and hardware bandwidth (blue) from 2012 to 2024. Models grow from AlexNet to Gemini 1. Shaded gap shows widening memory wall."
"Hw Acceleration","10.13","fig-host-accelerator-data-movement","**Host-Accelerator Data Transfer**: AI workloads require frequent data movement between CPU memory and accelerators. The four sequential steps of copying input data, issuing execution instructions, parallel computation, and transferring results each introduce potential performance bottlenecks.","Four-step data flow diagram: (1) copy data from main memory to GPU memory, (2) CPU instructs GPU, (3) GPU executes in parallel, (4) results copy back to main memory."
"Hw Acceleration","10.14","fig-tiling-diagram","**Matrix Tiling**: Partitioning large matrices into smaller tiles optimizes data reuse and reduces memory access overhead during computation. This technique improves performance on AI accelerators by enabling efficient loading and processing of data in fast memory, minimizing transfers from slower main memory.","Three matrices A, B, C with highlighted tiles showing how matrix multiplication partitions into smaller blocks. Dimensions labeled M, N, K with corresponding tile sizes Mtile, Ntile, Ktile."
"Benchmarking","11.1","fig-imagenet-gpus","**GPU Adoption and Error Reduction**: As GPU entries in ImageNet surged from 0 to 110 between 2010 and 2014, top-5 error rates dropped from 28.2% to 7.3%, demonstrating the co-evolution of hardware capabilities and algorithmic advances.","Dual-axis chart with blue line showing top-5 error rate declining from 28% to 7% and green bars showing GPU entries rising from 0 to 110 between 2010 and 2014."
"Benchmarking","11.2","fig-granularity","**Benchmarking Granularity**: Four-panel block diagram showing micro, model, application, and end-to-end evaluation layers. Each panel maps a distinct scope of assessment, from isolated kernel operations through full-system deployment, enabling targeted optimization at every level of the ML stack.","Block diagram showing three evaluation layers: neural network nodes on left, model components in center, and end-to-end application with compute nodes on right, connected by dashed lines."
"Benchmarking","11.3","fig-benchmark-tradeoffs","**Isolation vs. Representativeness**: The core trade-off in benchmarking granularity. Micro-benchmarks provide high diagnostic precision but limited real-world relevance, while end-to-end benchmarks capture realistic system behavior but offer less precise component-level insights. Effective ML system evaluation requires strategic combination of all three levels.","Scatter plot with three labeled points along diagonal: micro-benchmarks at high isolation, macro-benchmarks at medium, and end-to-end benchmarks at high representativeness."
"Benchmarking","11.4","fig-benchmark-components","**Anomaly Detection Pipeline**: Nine-stage benchmark workflow applied to an industrial audio anomaly detection task. The pipeline progresses from problem definition through dataset selection, model training, quantization, and ARM embedded deployment, illustrating how each benchmark component feeds the next.","Workflow diagram showing nine stages from problem definition through deployment, with detailed views of anomaly detection system, model training, quantization, and ARM embedded implementation."
"Benchmarking","11.5","fig-mlperf-training-improve","**MLPerf Training Progress**: Standardized benchmarks reveal that machine learning training performance consistently surpasses Moore's Law, indicating substantial gains from systems-level optimizations. These trends emphasize how focused measurement and iterative improvement drive rapid advancements in ML training efficiency and scalability. Source: [@tschand2024mlperf].","Line chart with nine model benchmarks from 2018 to 2024 showing relative performance gains up to 48x for Mask R-CNN, all exceeding the Moore's Law baseline of 6.6x."
"Benchmarking","11.6","fig-power-differentials","Power Consumption Differentials: Power usage spans six orders of magnitude across ML system types, from milliwatts in tinyML devices through watts at the edge to kilowatts in datacenter inference and hundreds of kilowatts for training clusters. These differentials shape deployment trade-offs between latency, cost, and energy efficiency.","Dumbbell chart showing power consumption ranges: Tiny 5.6 to 167 mW, Edge 3.9 to 1100 W, Datacenter 267 to 6300 W, Training 5.5 to 498,000 W on logarithmic scale."
"Benchmarking","11.7","fig-power-diagram","**Power Measurement Boundaries**: MLPerf defines system boundaries for power measurement, ranging from single-chip devices to full data center nodes, to enable fair comparisons of energy efficiency across diverse hardware platforms. These boundaries delineate which components' power consumption is included in reported metrics, impacting the interpretation of performance results. Source: [@tschand2024mlperf].","System diagram showing four measurement boundaries: Tiny SoC with compute units, Inference SoC with accelerators and DRAM, Inference Node with cooling and NIC, and Training Rack with compute nodes."
"Benchmarking","11.8","fig-power-trends","**Energy Efficiency Gains**: Successive MLPerf inference benchmark versions show energy efficiency (samples per watt) improving up to 378x for datacenter workloads and 1070x for tinyML deployments across successive releases. Standardized measurement protocols enable meaningful cross-platform comparisons, driving sector-wide progress toward sustainable AI. Source: [@tschand2024mlperf].","Three line charts showing normalized energy efficiency across MLPerf versions: datacenter models up to 378x gain, edge models up to 4x, and tiny models up to 1070x improvement."
"Benchmarking","11.9","fig-hw-lottery","**Hardware-Dependent Accuracy**: Model performance varies significantly across hardware platforms, indicating that architectural efficiency is not solely determined by design but also by hardware compatibility. Multi-hardware models exhibit comparable accuracy to MobileNetV3 Large on CPU and GPU configurations, yet achieve substantial gains on EdgeTPU and DSP, emphasizing the importance of hardware-aware model optimization for specialized computing environments. Source: [@chu2021discovering].","Five scatter plots comparing model accuracy versus latency across CPU, GPU, EdgeTPU, and DSP platforms, with arrow showing MobileNetV3 gaining on EdgeTPU and DSP versus CPU and GPU."
"Benchmarking","11.10","fig-sciml-graph","**Performance Spectrum**: Scientific applications and edge devices demand vastly different computational resources, spanning multiple orders of magnitude in data rates and latency requirements. Consequently, traditional benchmarks focused solely on accuracy are insufficient; specialized evaluation metrics and benchmarks like MLPerf become essential for optimizing AI systems across diverse deployment scenarios. Source: [@duarte2022fastml].","Log-scale scatter plot of data rate versus computation time, showing scientific applications from LHC sensors at 10^14 B/s and nanoseconds to mobile devices at 10^4 B/s and seconds."
"Benchmarking","11.11","fig-imagenet-challenge","ImageNet Challenge Progression: Neural networks have reduced error rates from 28.2% in 2010 to 3.57% by 2015, highlighting the impact of architectural advancements on classification accuracy. These milestones establish the baselines against which compression techniques are evaluated.","Line graph showing ImageNet top-5 error decreasing from 28.2% in 2010 to 3.57% in 2015, with model labels marking AlexNet, ZFNet, VGGNet, GoogleNet, and ResNet milestones."
"Benchmarking","11.12","fig-model-vs-data","**Development Paradigms**: Model-centric AI prioritizes architectural innovation with fixed datasets, while data-centric AI systematically improves dataset quality (annotations, diversity, and bias) with consistent model architectures to achieve performance gains. Modern research indicates that strategic data enhancement often yields greater improvements than solely refining model complexity.","Side-by-side diagrams: model-centric AI shows data cylinders feeding CPU with feedback loop to model, data-centric AI shows feedback loop to data instead. Double arrow indicates complementary approaches."
"Benchmarking","11.13","fig-dataset-saturation","**Dataset Saturation**: AI systems surpass human performance on five benchmark capabilities: handwriting recognition, speech recognition, image recognition, reading comprehension, and language understanding, each crossing the human baseline between 1998 and 2020. This saturation underscores the need for dynamic benchmarks that remain challenging as model capabilities improve. Source: [@kiela2021dynabench].","Line chart showing five AI capabilities crossing human performance baseline from 1998 to 2020: handwriting, speech, image recognition, reading comprehension, and language understanding."
"Serving","12.1","fig-tail-latency-explosion","The Tail Latency Explosion: Request Latency vs. System Utilization ($\\rho$). While median latency (Blue) remains stable, tail latency (Red, p99) explodes exponentially once utilization passes the 'Knee' at ~70%. This physics-driven behavior dictates that production serving clusters must maintain headroom (40-60% utilization) to guarantee stable response times and avoid queue collapse under stochastic load.","Line plot showing latency growing with utilization. Blue line (Median) is flat then rises. Red line (Tail) curves upward sharply at 70% utilization. Shaded regions indicate 'Safe Zone' and 'Danger Zone'."
"Serving","12.2","fig-intelligence-deflation","Intelligence Deflation: Cost per 1M tokens (USD) over time (Log Scale). The cost of token generation has collapsed by multiple orders of magnitude (2020–2025). Initially driven by OpenAI's GPT series, the market has entered a phase of intense price competition with entrants like Anthropic (Claude), Google (Gemini), and DeepSeek pushing costs below $0.10/million tokens. This hyper-deflation transforms the economics of automated AI workflows.","Line plot showing token pricing collapsing from $20/M tokens in 2020 to <$0.10/M tokens in 2025. Log scale highlights the deflationary trend with models from OpenAI, Anthropic, Google, and DeepSeek."
"Serving","12.3","fig-serving-inference-pipeline","**The Inference Pipeline**: ML serving systems transform raw inputs into final outputs through sequential stages: preprocessing, neural network computation, and postprocessing. The neural network represents just one component; preprocessing and postprocessing rely on traditional computing and often dominate total latency in optimized systems.","Flow diagram showing six connected boxes: Raw Input, Preprocessing, Neural Network, Raw Output, Postprocessing, Final Output. Preprocessing and postprocessing are labeled Traditional Computing; neural network is labeled Deep Learning."
"Serving","12.4","fig-server-anatomy","**Inference Server Anatomy**: A modern inference server decouples network handling from accelerator execution through a staged pipeline. Each stage isolates a concern, from absorbing bursty traffic to forming efficient batches, so the hardware accelerator stays highly utilized despite irregular arrival patterns.","Flowchart showing 6-stage inference server pipeline: Client to Network Ingress to Request Queue (cylinder) to Dynamic Batcher, then down to Inference Runner to Accelerator. Arrows connect stages sequentially."
"Serving","12.5","fig-serving-pipeline-timing","**Request Pipelining**: Pipelining hides latency by overlapping independent operations across different hardware resources. In pipelined execution (B), the CPU processes the next request's data while the GPU executes the current request's inference. This increases the GPU duty cycle toward 100%, effectively doubling or tripling throughput on the same hardware without changing the model.","Two timing diagrams. A (Serial): alternating CPU preprocessing, GPU inference, and idle blocks in sequence. B (Pipelined): two parallel rows where CPU preprocessing overlaps with GPU inference, eliminating idle time."
"Serving","12.6","fig-throughput-latency-knee","The Throughput-Latency Knee. Batch Size vs. Throughput (Blue) and Latency (Orange). Throughput increases with batch size as hardware utilization improves, but eventually saturates. Latency remains relatively flat (hidden by parallel resources) until the 'Knee,' after which it spikes linearly due to queuing. The optimal operating point lies just before this spike.","Dual-axis line chart. Blue line (Throughput) rises and plateaus. Orange line (Latency) stays low then spikes upward. A vertical line marks the optimal point where throughput is high before latency explodes."
"Serving","12.7","fig-kv-cache-growth","The KV-Cache Explosion: Memory usage vs. Context Length for a 70B parameter model. The linear growth of the Key-Value cache (storing attention history) quickly consumes available GPU memory (red dashed line). For batch size 32 (purple), the system hits the 'OOM Zone' at just 8k context length, forcing a trade-off between batch size (throughput) and context window (capability).","Line chart showing memory usage increasing linearly with context length. Multiple lines for different batch sizes. Red dashed horizontal line marks GPU memory limit. Purple line for batch 32 crosses into OOM zone at 8k context."
"Ops","13.1","fig-mlops-diagram","**Iterative MLOps Loop.** MLOps extends DevOps principles to manage the unique challenges of machine learning systems, including data versioning, model retraining, and continuous monitoring. The iterative workflow encompasses data engineering, model development, and reliable deployment for sustained performance in production.","Infinity-loop diagram with three phases. Design phase: requirements, use-case prioritization, data availability. Model Development: data engineering, model engineering, testing. Operations: deployment, CI/CD pipeline, monitoring and triggering."
"Ops","13.2","fig-technical-debt","**Hidden Infrastructure of ML Systems.** Most engineering effort in a typical machine learning system concentrates on components surrounding the model itself: data collection, feature engineering, and system configuration rather than the model code. The distribution reveals the operational challenges and potential for technical debt arising from these often-overlooked surrounding components. Source: [@sculley2015hidden].","Hub-and-spoke diagram with ML system at center. Ten surrounding components connected by arrows: data collection, verification, feature extraction, configuration, resource management, serving infrastructure, monitoring, analysis tools, and ML code."
"Ops","13.3","fig-technical-debt-taxonomy","**ML Technical Debt Taxonomy.** Machine learning systems accumulate distinct forms of technical debt from data dependencies, model interactions, and evolving requirements. Six primary debt patterns radiate from a central hub: boundary erosion undermines modularity, correction cascades propagate fixes through dependencies, feedback loops create hidden coupling, while data, configuration, and pipeline debt reflect poorly managed artifacts and workflows.","Hub-and-spoke diagram with Hidden Technical Debt at center. Six debt categories radiate outward: Configuration Debt, Feedback Loops, Data Debt, Pipeline Debt, Correction Cascades, and Boundary Erosion, each annotated with specific failure patterns."
"Ops","13.4","fig-correction-cascades-flowchart","**Correction Cascades**: Iterative refinements in ML systems often trigger dependent fixes across the workflow, propagating from initial adjustments through data, model, and deployment stages. Color-coded arcs represent corrective actions stemming from sources of instability, while red arrows and the dotted line indicate escalating revisions, potentially requiring a full system restart.","Timeline diagram with seven ML stages from problem statement to deployment. Color-coded arcs show correction cascades: red for domain expertise gaps, blue for real-world brittleness, orange for poor documentation. Dashed arrows indicate restarts."
"Ops","13.5","fig-ops-layers","**MLOps Stack Layers.** Five tiers organize the ML system stack: ML Models at the top, followed by Frameworks, Orchestration, Infrastructure, and Hardware. MLOps spans orchestration tasks (data management through model serving) and infrastructure tasks (job scheduling through monitoring), enabling automation, reproducibility, and scalable deployment.","Layered architecture diagram. Top row: ML Models, Frameworks, Orchestration, Infrastructure, Hardware. MLOps section spans orchestration tasks (data management through model serving) and infrastructure tasks (job scheduling through monitoring)."
"Ops","13.6","fig-ops-cicd","**ML CI/CD Pipeline.** The pipeline begins with dataset and feature repositories, flows through data validation, transformation, training, evaluation, and model registration stages, then deploys to production. Retraining triggers initiate the cycle automatically, while metadata and artifact repositories ensure reproducibility and governance. Source: HarvardX.","Pipeline diagram showing continuous training workflow. Central box contains data validation, transformation, training, evaluation, and registration stages. Three repositories connect: dataset and feature, metadata and artifact, model."
"Ops","13.7","fig-data-drift","**Data Drift Impact**: Declining model performance over time results from data drift, where the characteristics of production data diverge from the training dataset. Monitoring key metrics longitudinally allows MLOps engineers to detect this drift and trigger model retraining or data pipeline adjustments to maintain accuracy.","Three-panel visualization over time. Top: incoming data samples coded green or orange. Middle: feature distribution shifting from online to offline sales channel. Bottom: line graph showing model accuracy declining as distribution shifts increase."
"Ops","13.8","fig-rotting-asset-curve","The Rotting Asset Curve: Model Accuracy vs. Time (Days) showing the impact of statistical drift. Unlike traditional software that remains static unless modified, ML models decay as the world changes. Periodic retraining (sawtooth) and triggered retraining (green) are the primary engineering responses to prevent this silent failure. Monitoring is the mechanism that transforms model 'decay' into a manageable maintenance schedule.","Line plot showing accuracy decaying over time. Sawtooth pattern shows periodic retraining returning accuracy to baseline. Green line shows triggered retraining maintaining higher accuracy bounds."
"Ops","13.9","fig-business-cost-curve","The Business Cost Curve. Expected Cost vs. Classification Threshold. Technical metrics like ROC curves hide the economic reality: errors have different costs. In this fraud detection scenario, a False Negative (missed fraud) costs $1000, while a False Positive (blocked user) costs $10. The optimal threshold ($T=0.85$) is shifted far to the right to minimize total cost, even if it reduces aggregate accuracy. MLOps is the discipline of tuning this threshold dynamically as costs change.","Line chart showing Expected Cost versus Classification Threshold from 0 to 1. Three curves are plotted: False Positive cost decreasing from left to right, False Negative cost increasing from left to right, and Total Cost as their sum forming a U-shape. The optimal threshold is marked at T=0.85 where Total Cost is minimized, shifted right due to the asymmetric cost ratio of $1000 for missed fraud versus $10 for blocked users."
"Ops","13.10","fig-uptime-iceberg","**Uptime Dependency Stack.** An iceberg visualization where visible service uptime floats above the waterline, supported by hidden threats below: model accuracy degradation, data drift, concept drift, broken pipelines, schema changes, model bias, data outages, and underperforming segments. Labels group these threats into data health, model health, and service health categories.","Iceberg diagram with uptime visible above waterline. Hidden below: model accuracy, data drift, concept drift, broken pipelines, schema changes, model bias, data outages, underperforming segments. Labels indicate data, model, and service health."
"Ops","13.11","fig-clinaiops","**ClinAIOps Feedback Loops**: The cyclical framework coordinates data flow between patients, clinicians, and AI systems to support continuous model improvement and safe clinical integration. These interconnected loops enable iterative refinement of AI models based on real-world performance and clinical feedback, fostering trust and accountability in healthcare applications. Source: [@chen2023framework].","Circular diagram with three nodes: patient, clinician, and AI system. Arrows form cyclic flow: patient provides monitoring data, clinician sets therapy regimen, AI generates alerts and recommendations. Inner and outer loops show feedback pathways."
"Ops","13.12","fig-interactive-loop","**Hypertension Management Loops.** Three feedback loops operate in parallel: the patient-AI loop enables bounded self-management through blood pressure monitoring and titration recommendations; the clinician-AI loop provides oversight via trend summaries and clinical risk alerts; and the patient-clinician loop shifts appointments toward therapy trends and lifestyle modifiers. Source: [@chen2023framework].","Three-panel diagram showing ClinAIOps loops. Patient-AI loop: patient monitors blood pressure, AI recommends titrations. Clinician-AI loop: clinician sets limits, AI sends alerts. Patient-clinician loop: both discuss therapy trends and modifiers."
"Responsible Engr","14.1","fig-fairness-frontier","The Fairness-Accuracy Pareto Frontier. Model Accuracy vs. Demographic Disparity. Point A represents unconstrained optimization (maximum accuracy, high disparity). Point C represents strict equality constraints (zero disparity, significant accuracy drop). Point B is the 'Sweet Spot' where engineers can often reduce disparity by 80% while sacrificing less than 1% of aggregate accuracy. Responsible engineering is the practice of finding and implementing Point B.","Curve showing trade-off between Accuracy (y-axis) and Disparity (x-axis). Point A is top-right (high acc, high disparity). Point C is left (low disparity, lower acc). Point B is top-left (high acc, low disparity), showing the optimal trade-off."
"Responsible Engr","14.2","fig-governance-layers","Responsible AI Governance Layers. Nested governance structures surround engineering practice. At the center, engineering teams implement technical safeguards. Successive layers represent organizational safety culture, industry certification and external review, and government regulation. Technical excellence at the center enables compliance with requirements flowing inward from outer layers.","Nested oval diagram showing governance layers from innermost to outermost: Team (reliable systems, software engineering), Organization (safety culture, organizational design), Industry (trustworthy certification, external reviews), and Government Regulation."
"Responsible Engr","14.3","fig-fairness-threshold","Threshold Effects on Subgroup Outcomes. A single classification threshold (vertical lines) applied to two subgroups with different score distributions produces disparate outcomes. Circles represent positive outcomes (loan repayment), crosses represent negative outcomes (default). The 75% threshold approves most of Subgroup A but rejects most of Subgroup B, even when qualified individuals exist in both groups. The 81.25% threshold shows how threshold adjustment changes the fairness-accuracy tradeoff. This visualization explains why aggregate accuracy can mask severe subgroup disparities.","Diagram showing two subgroups A and B with different score distributions. Vertical threshold lines at 75% and 81.25% show how the same threshold produces different approval rates for each group."
"Responsible Engr","14.4","fig-interpretability-spectrum","Model Interpretability Spectrum. A horizontal spectrum arranges model architectures from most interpretable on the left (decision trees, linear regression, logistic regression) to least interpretable on the right (random forests, neural networks, convolutional neural networks). Models on the left allow direct inspection of decision logic, while those on the right require post-hoc explanation techniques such as LIME or SHAP. High-stakes regulatory requirements may constrain model selection toward the interpretable end of this spectrum.","Horizontal spectrum showing model types from more interpretable (decision trees, linear regression, logistic regression) to less interpretable (random forest, neural network, convolutional neural network)."
"Responsible Engr","14.5","fig-data-governance-pillars","**Data Governance Pillars**: Robust data governance establishes ethical and reliable machine learning systems by prioritizing privacy, fairness, transparency, and accountability throughout the data lifecycle. These interconnected pillars address unique challenges in ML workflows, ensuring responsible data usage and auditable decision-making processes.","Central stacked database icon surrounded by four governance elements: privacy shield, security lock, compliance checklist, and transparency document. Gear icons show interconnections between all elements."
"Responsible Engr","14.6","fig-data-card","**Data Governance Documentation**: Data cards standardize critical dataset information, enabling transparency and accountability required for regulatory compliance with laws like GDPR and HIPAA. By providing a structured overview of dataset characteristics, intended uses, and potential risks, data cards facilitate responsible AI practices and support data subject rights.","Sample data card template showing structured fields: dataset name and description at top, authorship and funding details in middle sections, and intended uses with potential risks at bottom."
"Conclusion","15.1","fig-invariants-cycle","**The Cycle of ML Systems (The 12 Invariants)**: The complete systems engineering lifecycle. The meta-principle of *Conservation of Complexity* (center) unifies the process: complexity is neither created nor destroyed, only shifted between Data, Model, Hardware, and Operations. Each transition is governed by specific quantitative invariants that constrain valid engineering decisions.","Circular diagram with four phases: Foundations (Data) in green, Build (Model) in blue, Optimize (Hardware) in orange, and Deploy (Operations) in violet. Arrows connect each phase in a cycle, with the 12 invariants labeled on each transition. Conservation of Complexity is shown in the center as a dashed circle."
"Appendix Algorithm","A1.1","fig-broadcasting-rules","**Tensor Broadcasting Rules**: Two tensors are compatible if, starting from the trailing (rightmost) dimension, the dimensions are equal or one of them is 1. Dimensions of size 1 are 'stretched' to match the other tensor. This stretching is a virtual operation that modifies strides without allocating new memory.","Diagram showing two tensors (3,1) and (1,4) expanding to a shared (3,4) grid."
"Appendix Algorithm","A1.2","fig-backprop-graph","**Backpropagation Computational Graph**: A two-layer network showing the forward pass (black arrows) and backward pass (red dashed arrows). Each node caches values during the forward pass that are reused during the backward pass.","A computational graph with four nodes labeled x, h, y, and L connected left to right. Solid black arrows show the forward pass with weights W1 and W2. Dashed red arrows curve backward showing gradient flow with partial derivative notation."
"Appendix Data","A4.1","fig-row-vs-col","**Storage Layouts**: Row-oriented formats pack data together by record (good for transactions). Column-oriented formats pack data by feature (good for analytics).","Diagram contrasting Row Store vs Column Store. Row store shows Record 1 [ID, Name, Age] followed by Record 2. Column store shows Column 1 [ID1, ID2...] followed by Column 2 [Name1, Name2...]."
"Appendix Machine","A5.1","fig-roofline","**The Roofline Model**: Performance ceiling for a hypothetical accelerator. The sloped line represents memory bandwidth limits; the horizontal line represents peak compute. Every workload can be plotted on this diagram to determine its optimization strategy.","A plot with arithmetic intensity on the x-axis and performance on the y-axis. Two lines form a roofline shape: a diagonal line rising from the origin labeled Memory Bound, and a horizontal line labeled Compute Bound. They meet at the Ridge Point."
"Appendix Machine","A5.2","fig-memory-hierarchy","**The Memory Hierarchy**: Performance depends on data proximity. Accessing HBM is ~100x slower than registers; accessing SSD is ~100,000x slower.","Pyramid showing Registers at top, followed by Cache, HBM/DRAM, and Storage at bottom."
"Appendix Machine","A5.3","fig-float-formats","**Numerical Format Bit Layouts**: A visual comparison of bit allocations. Note how **BF16** (Brain Float 16) preserves the 8-bit exponent of **FP32**, ensuring the same dynamic range for training stability. **FP16** trades range for precision, often requiring loss scaling to prevent underflow.","Stacked horizontal bars showing bit breakdown. FP32: 1 Sign, 8 Exp, 23 Mantissa. BF16: 1 Sign, 8 Exp, 7 Mantissa. FP16: 1 Sign, 5 Exp, 10 Mantissa. INT8: 8 Integer bits."
